customer_id,last_purchase,frequency,monetary,recency_days,r_score,f_score,m_score,rfm_code,rfm_segment
C01076,2025-10-23,3,326512.09,70,3,3,4,334,Крупные покупатели
C01077,2025-12-31,6,282394.13,1,5,5,4,554,Чемпионы
C01078,2025-11-26,3,174347.36,36,4,3,3,433,Обычные
C01079,2025-12-09,4,146130.94,23,4,4,3,443,Лояльные
C01080,2025-12-31,2,45831.7,1,5,3,1,531,Обычные
C01082,2025-06-10,1,264917.4,205,1,1,4,114,Обычные
C01084,2025-12-09,3,323171.02,23,4,3,4,434,Крупные покупатели
C01085,2025-11-18,2,136507.14,44,4,3,2,432,Обычные
C01086,2025-11-21,3,326289.9,41,4,3,4,434,Крупные покупатели
C01089,2025-12-29,4,258185.3,3,5,4,4,544,Чемпионы
C01090,2025-10-12,2,4874.96,81,3,3,1,331,Обычные
C01091,2025-12-31,10,1004742.3200000001,1,5,5,5,555,Чемпионы
C01092,2025-08-07,2,144769.62,147,2,3,3,233,Под риском ухода
C01094,2025-12-20,5,298950.19,12,5,5,4,554,Чемпионы
C01096,2025-12-29,1,121430.5,3,5,1,2,512,Новые/перспективные
C01097,2025-12-04,1,44268.04,28,4,1,1,411,Новые/перспективные
C01099,2025-11-12,9,663873.65,50,3,5,5,355,Лояльные
C01100,2025-10-10,2,161167.11000000002,83,3,3,3,333,Обычные
C01101,2025-12-29,1,169175.54,3,5,1,3,513,Новые/перспективные
C01104,2025-05-21,1,111263.91,225,1,1,2,112,Обычные
C01105,2025-12-31,5,699268.2,1,5,5,5,555,Чемпионы
C01106,2025-12-29,1,416.0,3,5,1,1,511,Новые/перспективные
C01108,2025-06-27,1,59987.92,188,1,1,2,112,Обычные
C01109,2025-12-11,4,173324.74,21,4,4,3,443,Лояльные
C01111,2025-12-30,2,185914.53999999998,2,5,3,3,533,Обычные
C01112,2025-12-26,1,349613.77,6,5,1,4,514,Новые/перспективные
C01113,2025-12-03,2,85388.04,29,4,3,2,432,Обычные
C01114,2025-12-24,10,538805.9500000001,8,5,5,5,555,Чемпионы
C01115,2025-12-18,5,73035.38,14,5,5,2,552,Лояльные
C01117,2025-12-08,7,343952.54000000004,24,4,5,4,454,Чемпионы
C01119,2025-08-10,1,24893.63,144,2,1,1,211,Обычные
C01120,2025-10-28,8,327660.38,65,3,5,4,354,Лояльные
C01121,2025-09-09,5,178414.76,114,2,5,3,253,Под риском ухода
C01122,2025-12-08,1,105248.35,24,4,1,2,412,Новые/перспективные
C01123,2025-09-08,2,147809.65,115,2,3,3,233,Под риском ухода
C01124,2025-12-29,3,243678.72999999998,3,5,3,3,533,Обычные
C01125,2025-12-12,2,247827.09000000003,20,4,3,3,433,Обычные
C01127,2025-09-27,3,15416.48,96,2,3,1,231,Под риском ухода
C01128,2025-04-18,2,3378.5,258,1,3,1,131,Под риском ухода
C01129,2025-09-29,2,335904.31,94,3,3,4,334,Крупные покупатели
C01130,2025-11-20,1,226519.57,42,4,1,3,413,Новые/перспективные
C01131,2025-12-05,6,364062.92,27,4,5,4,454,Чемпионы
C01132,2025-10-12,1,137963.56,81,3,1,2,312,Обычные
C01134,2025-06-05,1,92921.21,210,1,1,2,112,Обычные
C01135,2025-12-20,4,89811.26999999999,12,5,4,2,542,Лояльные
C01136,2025-12-11,3,279190.73,21,4,3,4,434,Крупные покупатели
C01137,2025-12-15,2,89732.19,17,4,3,2,432,Обычные
C01138,2025-11-09,5,470923.2,53,3,5,5,355,Лояльные
C01139,2025-12-30,3,196987.79,2,5,4,3,543,Лояльные
C01140,2025-12-17,6,1059911.18,15,5,5,5,555,Чемпионы
C01141,2025-08-04,2,8041.78,150,2,3,1,231,Под риском ухода
C01142,2025-12-19,6,366021.76,13,5,5,4,554,Чемпионы
C01143,2025-10-13,2,60308.39,80,3,3,2,332,Обычные
C01144,2025-11-30,2,181731.53,32,4,3,3,433,Обычные
C01145,2025-10-29,9,897654.67,64,3,5,5,355,Лояльные
C01146,2025-06-27,5,397330.04,188,1,5,4,154,Крупные покупатели
C01147,2025-06-23,1,15745.0,192,1,1,1,111,Обычные
C01148,2025-12-08,2,230234.24,24,4,3,3,433,Обычные
C01149,2025-12-30,10,677620.64,2,5,5,5,555,Чемпионы
C01150,2025-12-28,23,1599049.83,4,5,5,5,555,Чемпионы
C01151,2025-01-08,1,311353.02,358,1,1,4,114,Обычные
C01152,2025-12-30,17,1546007.24,2,5,5,5,555,Чемпионы
C01155,2025-12-15,7,703624.97,17,4,5,5,455,Чемпионы
C01156,2025-12-01,5,556124.67,31,4,5,5,455,Чемпионы
C01157,2025-11-28,3,279205.17,34,4,4,4,444,Чемпионы
C01158,2025-03-15,1,83420.40999999999,292,1,1,2,112,Обычные
C01161,2025-12-10,3,120896.59,22,4,4,2,442,Лояльные
C01162,2025-02-07,1,5206.9,328,1,1,1,111,Обычные
C01164,2025-12-26,6,509646.93,6,5,5,5,555,Чемпионы
C01165,2025-10-22,5,145537.94999999998,71,3,5,3,353,Лояльные
C01166,2025-08-06,2,22508.59,148,2,3,1,231,Под риском ухода
C01167,2025-11-12,1,4549.08,50,3,1,1,311,Обычные
C01168,2025-05-30,2,450017.57,216,1,3,5,135,Крупные покупатели
C01169,2025-08-28,3,361567.55,126,2,4,4,244,Крупные покупатели
C01170,2025-12-27,3,145326.58000000002,5,5,4,3,543,Лояльные
C01171,2025-11-23,5,225686.38999999998,39,4,5,3,453,Лояльные
C01173,2025-06-12,1,0.0,203,1,1,1,111,Обычные
C01174,2025-04-02,1,94786.01,274,1,1,2,112,Обычные
C01178,2025-11-15,7,328576.57,47,3,5,4,354,Лояльные
C01179,2025-08-01,5,204055.3,153,2,5,3,253,Под риском ухода
C01180,2025-12-24,3,323670.71,8,5,4,4,544,Чемпионы
C01181,2025-04-30,1,78765.53,246,1,1,2,112,Обычные
C01182,2025-12-09,3,874645.77,23,4,4,5,445,Чемпионы
C01183,2025-12-28,10,671695.46,4,5,5,5,555,Чемпионы
C01185,2025-12-06,2,125414.04999999999,26,4,3,2,432,Обычные
C01188,2025-10-07,1,68773.0,86,3,1,2,312,Обычные
C01190,2025-10-30,1,68246.12,63,3,1,2,312,Обычные
C01192,2025-09-02,1,98360.24,121,2,1,2,212,Обычные
C01193,2025-12-21,3,118974.11,11,5,4,2,542,Лояльные
C01194,2025-11-11,3,277422.99,51,3,4,4,344,Лояльные
C01195,2025-12-25,1,6808.88,7,5,1,1,511,Новые/перспективные
C01200,2025-10-19,1,26034.79,74,3,1,1,311,Обычные
C01201,2025-08-12,3,273457.59,142,2,4,4,244,Крупные покупатели
C01202,2025-11-14,2,55784.200000000004,48,3,3,1,331,Обычные
C01203,2025-10-29,1,131370.11000000002,64,3,1,2,312,Обычные
C01204,2025-12-29,8,378390.67000000004,3,5,5,4,554,Чемпионы
C01205,2025-02-22,1,4736.29,313,1,1,1,111,Обычные
C01206,2025-12-12,4,1334891.97,20,4,4,5,445,Чемпионы
C01207,2025-12-16,2,605967.9,16,5,3,5,535,Крупные покупатели
C01208,2025-10-21,2,146034.22,72,3,3,3,333,Обычные
C01210,2025-12-16,3,277548.15,16,5,4,4,544,Чемпионы
C01214,2025-07-21,1,196580.17,164,2,1,3,213,Обычные
C01215,2025-12-06,4,123078.27999999998,26,4,4,2,442,Лояльные
C01217,2025-07-25,1,26307.08,160,2,1,1,211,Обычные
C01219,2025-03-08,1,172366.25999999998,299,1,1,3,113,Обычные
C01221,2025-10-06,1,2805.28,87,3,1,1,311,Обычные
C01222,2025-04-20,2,23792.6,256,1,3,1,131,Под риском ухода
C01223,2025-11-03,3,284735.44,59,3,4,4,344,Лояльные
C01224,2025-07-08,2,106572.46,177,2,3,2,232,Под риском ухода
C01225,2025-10-07,1,23609.47,86,3,1,1,311,Обычные
C01226,2025-11-21,14,1068109.28,41,4,5,5,455,Чемпионы
C01227,2025-10-06,4,319760.38,87,3,4,4,344,Лояльные
C01229,2025-03-29,1,404640.44,278,1,1,4,114,Обычные
C01230,2025-12-13,2,210936.22999999998,19,4,3,3,433,Обычные
C01231,2025-11-25,1,63720.58,37,4,1,2,412,Новые/перспективные
C01232,2025-12-16,1,115223.57,16,5,1,2,512,Новые/перспективные
C01233,2025-11-08,5,514329.37,54,3,5,5,355,Лояльные
C01234,2025-11-23,3,490488.31,39,4,4,5,445,Чемпионы
C01235,2025-11-07,2,220087.15,55,3,3,3,333,Обычные
C01236,2025-11-16,7,634674.93,46,4,5,5,455,Чемпионы
C01238,2025-10-03,2,329301.15,90,3,3,4,334,Крупные покупатели
C01242,2025-01-06,2,138955.41999999998,360,1,3,2,132,Под риском ухода
C01245,2025-11-28,1,51646.24,34,4,1,1,411,Новые/перспективные
C01247,2025-05-10,2,16550.62,236,1,3,1,131,Под риском ухода
C01248,2025-09-02,2,213803.78,121,2,3,3,233,Под риском ухода
C01249,2025-12-20,8,406091.11,12,5,5,4,554,Чемпионы
C01250,2025-07-19,4,476525.01999999996,166,2,4,5,245,Крупные покупатели
C01251,2025-12-18,5,384569.68,14,5,5,4,554,Чемпионы
C01252,2025-12-25,9,984686.04,7,5,5,5,555,Чемпионы
C01253,2025-12-07,6,552072.83,25,4,5,5,455,Чемпионы
C01254,2025-11-29,6,705835.99,33,4,5,5,455,Чемпионы
C01256,2025-08-05,1,173789.38999999998,149,2,1,3,213,Обычные
C01257,2025-07-19,2,182292.23,166,2,3,3,233,Под риском ухода
C01258,2025-12-19,7,212171.0,13,5,5,3,553,Лояльные
C01259,2025-08-13,1,1708.05,141,2,1,1,211,Обычные
C01262,2025-09-12,2,94341.77,111,2,3,2,232,Под риском ухода
C01263,2025-10-01,3,59972.19,92,3,4,2,342,Лояльные
C01264,2025-08-09,4,217935.63,145,2,4,3,243,Под риском ухода
C01265,2025-08-03,1,83754.81,151,2,1,2,212,Обычные
C01267,2025-11-10,3,228318.62999999998,52,3,4,3,343,Лояльные
C01268,2025-09-20,3,132645.45,103,2,4,2,242,Под риском ухода
C01271,2025-09-01,1,2552.42,122,2,1,1,211,Обычные
C01272,2025-11-17,5,758686.56,45,4,5,5,455,Чемпионы
C01273,2025-06-28,1,114632.17,187,1,1,2,112,Обычные
C01274,2025-09-07,2,146427.32,116,2,3,3,233,Под риском ухода
C01275,2025-06-25,2,278453.64,190,1,3,4,134,Крупные покупатели
C01276,2025-11-25,5,168301.19,37,4,5,3,453,Лояльные
C01277,2025-12-09,1,9614.5,23,4,1,1,411,Новые/перспективные
C01278,2025-12-30,8,432004.25,2,5,5,4,554,Чемпионы
C01279,2025-11-06,1,66651.82,56,3,1,2,312,Обычные
C01280,2025-04-23,1,101781.23999999999,253,1,1,2,112,Обычные
C01281,2025-11-08,2,561152.4299999999,54,3,3,5,335,Крупные покупатели
C01282,2025-06-11,1,85418.19,204,1,1,2,112,Обычные
C01283,2025-08-18,8,641319.35,136,2,5,5,255,Крупные покупатели
C01284,2025-12-20,4,785859.4,12,5,4,5,545,Чемпионы
C01285,2025-11-25,1,246824.7,37,4,1,3,413,Новые/перспективные
C01286,2025-12-30,10,1149716.21,2,5,5,5,555,Чемпионы
C01287,2025-11-22,8,862665.23,40,4,5,5,455,Чемпионы
C01288,2025-01-19,1,1665.97,347,1,1,1,111,Обычные
C01289,2025-03-15,1,49662.31,292,1,1,1,111,Обычные
C01290,2025-10-13,3,530429.49,80,3,4,5,345,Лояльные
C01291,2025-12-23,3,287128.33999999997,9,5,4,4,544,Чемпионы
C01293,2025-02-02,1,25561.04,333,1,1,1,111,Обычные
C01294,2025-11-07,4,324704.09,55,3,4,4,344,Лояльные
C01295,2025-10-02,2,144475.28,91,3,3,3,333,Обычные
C01297,2025-05-21,2,89059.46,225,1,3,2,132,Под риском ухода
C01298,2025-12-26,1,37370.67,6,5,1,1,511,Новые/перспективные
C01299,2025-08-18,2,477185.83999999997,136,2,3,5,235,Крупные покупатели
C01300,2025-12-18,3,45382.770000000004,14,5,4,1,541,Лояльные
C01302,2025-06-26,1,37037.9,189,1,1,1,111,Обычные
C01304,2025-11-06,5,600359.97,56,3,5,5,355,Лояльные
C01307,2025-11-19,2,218299.6,43,4,3,3,433,Обычные
C01309,2025-01-21,1,134918.97999999998,345,1,1,2,112,Обычные
C01310,2025-12-17,9,584463.5,15,5,5,5,555,Чемпионы
C01312,2025-12-19,15,1160276.6400000001,13,5,5,5,555,Чемпионы
C01313,2025-04-21,1,0.0,255,1,1,1,111,Обычные
C01316,2025-07-30,2,6991.04,155,2,3,1,231,Под риском ухода
C01317,2025-08-24,1,0.0,130,2,1,1,211,Обычные
C01318,2025-03-04,2,316065.16,303,1,3,4,134,Крупные покупатели
C01319,2025-05-22,3,271070.8,224,1,4,4,144,Крупные покупатели
C01320,2025-08-04,2,2175.88,150,2,3,1,231,Под риском ухода
C01321,2025-12-26,4,354185.42,6,5,4,4,544,Чемпионы
C01322,2025-09-11,1,19841.11,112,2,1,1,211,Обычные
C01323,2025-07-25,2,377631.35,160,2,3,4,234,Крупные покупатели
C01324,2025-11-12,1,247354.06,50,3,1,3,313,Обычные
C01325,2025-11-10,1,89389.75,52,3,1,2,312,Обычные
C01326,2025-12-08,6,453949.23,24,4,5,5,455,Чемпионы
C01327,2025-10-14,2,142649.65,79,3,3,3,333,Обычные
C01328,2025-12-15,1,7237.95,17,4,1,1,411,Новые/перспективные
C01330,2025-10-29,4,76179.8,64,3,4,2,342,Лояльные
C01331,2025-09-01,1,244805.2,122,2,1,3,213,Обычные
C01332,2025-03-02,2,97118.83,305,1,3,2,132,Под риском ухода
C01333,2025-11-14,2,114329.44,48,3,3,2,332,Обычные
C01334,2025-04-18,1,34272.26,258,1,1,1,111,Обычные
C01335,2025-08-07,1,145321.58,147,2,1,3,213,Обычные
C01336,2025-11-29,7,719201.85,33,4,5,5,455,Чемпионы
C01337,2025-08-29,1,2717.78,125,2,1,1,211,Обычные
C01339,2025-12-23,9,906452.1799999999,9,5,5,5,555,Чемпионы
C01343,2025-12-01,7,571904.83,31,4,5,5,455,Чемпионы
C01344,2025-05-24,1,204012.58,222,1,1,3,113,Обычные
C01345,2025-11-07,4,167427.77000000002,55,3,4,3,343,Лояльные
C01346,2025-03-22,1,23389.54,285,1,1,1,111,Обычные
C01347,2025-11-03,9,951366.42,59,3,5,5,355,Лояльные
C01348,2025-08-14,1,23038.34,140,2,1,1,211,Обычные
C01349,2025-09-28,2,407989.1,95,3,3,4,334,Крупные покупатели
C01350,2025-12-15,4,244023.97999999998,17,4,4,3,443,Лояльные
C01351,2025-03-24,2,137581.75,283,1,3,2,132,Под риском ухода
C01352,2025-12-16,2,250443.11,16,5,3,3,533,Обычные
C01354,2025-12-07,2,140206.41999999998,25,4,3,3,433,Обычные
C01355,2025-12-08,4,325423.95,24,4,4,4,444,Чемпионы
C01356,2025-03-04,1,274968.58999999997,303,1,1,4,114,Обычные
C01357,2025-06-09,1,106956.27,206,1,1,2,112,Обычные
C01359,2025-08-02,1,64823.92,152,2,1,2,212,Обычные
C01360,2025-12-03,2,124444.64,29,4,3,2,432,Обычные
C01361,2025-12-10,2,355819.7,22,4,3,4,434,Крупные покупатели
C01362,2025-12-28,1,454.97,4,5,1,1,511,Новые/перспективные
C01363,2025-12-14,5,416898.94,18,4,5,4,454,Чемпионы
C01364,2025-05-02,1,9574.24,244,1,1,1,111,Обычные
C01365,2025-11-24,3,162917.52000000002,38,4,4,3,443,Лояльные
C01366,2025-03-22,1,113394.2,285,1,1,2,112,Обычные
C01368,2025-10-16,2,130721.85999999999,77,3,3,2,332,Обычные
C01369,2025-12-20,2,75527.54999999999,12,5,3,2,532,Обычные
C01370,2025-05-15,1,18269.96,231,1,1,1,111,Обычные
C01372,2025-04-12,1,37593.259999999995,264,1,1,1,111,Обычные
C01373,2025-06-21,1,22498.2,194,1,1,1,111,Обычные
C01374,2025-12-22,14,627323.6799999999,10,5,5,5,555,Чемпионы
C01375,2025-12-11,5,499986.44,21,4,5,5,455,Чемпионы
C01377,2025-12-27,14,1320472.36,5,5,5,5,555,Чемпионы
C01378,2025-11-18,11,1480164.48,44,4,5,5,455,Чемпионы
C01379,2025-02-08,1,48066.45,327,1,1,1,111,Обычные
C01381,2025-06-22,2,108369.78,193,1,3,2,132,Под риском ухода
C01382,2025-09-20,4,640513.0,103,2,4,5,245,Крупные покупатели
C01384,2025-12-04,11,1055979.94,28,4,5,5,455,Чемпионы
C01385,2025-10-17,3,216007.62999999998,76,3,4,3,343,Лояльные
C01387,2025-09-28,3,199413.13,95,3,4,3,343,Лояльные
C01388,2025-07-14,3,226288.45,171,2,4,3,243,Под риском ухода
C01389,2025-12-06,11,1377619.37,26,4,5,5,455,Чемпионы
C01390,2025-09-18,2,94264.21,105,2,3,2,232,Под риском ухода
C01392,2025-11-04,1,91883.22,58,3,1,2,312,Обычные
C01393,2025-11-28,1,13894.44,34,4,1,1,411,Новые/перспективные
C01394,2025-08-31,3,568219.5700000001,123,2,4,5,245,Крупные покупатели
C01396,2025-10-21,2,260763.18,72,3,3,4,334,Крупные покупатели
C01398,2025-09-24,2,80761.56,99,2,3,2,232,Под риском ухода
C01399,2025-10-07,2,106230.82,86,3,3,2,332,Обычные
C01400,2025-05-04,1,22256.64,242,1,1,1,111,Обычные
C01401,2025-11-26,2,133659.30000000002,36,4,3,2,432,Обычные
C01402,2025-07-03,1,118029.7,182,2,1,2,212,Обычные
C01403,2025-12-29,2,42822.5,3,5,3,1,531,Обычные
C01404,2025-12-22,3,67590.06,10,5,4,2,542,Лояльные
C01405,2025-11-22,3,247724.72,40,4,4,3,443,Лояльные
C01406,2025-12-09,9,486840.48,23,4,5,5,455,Чемпионы
C01408,2025-09-13,4,310208.65,110,2,4,4,244,Крупные покупатели
C01409,2025-10-03,3,181615.55,90,3,4,3,343,Лояльные
C01410,2025-08-09,3,331341.00999999995,145,2,4,4,244,Крупные покупатели
C01411,2025-07-03,3,454030.07,182,2,4,5,245,Крупные покупатели
C01413,2025-12-02,6,297781.62,30,4,5,4,454,Чемпионы
C01414,2025-04-22,2,134670.82,254,1,3,2,132,Под риском ухода
C01415,2025-08-02,2,97781.03,152,2,3,2,232,Под риском ухода
C01417,2025-05-12,2,157440.26,234,1,3,3,133,Под риском ухода
C01418,2025-12-04,7,145152.29,28,4,5,3,453,Лояльные
C01421,2025-12-16,4,404021.18,16,5,4,4,544,Чемпионы
C01422,2025-09-25,3,426177.49,98,2,4,4,244,Крупные покупатели
C01423,2025-11-11,3,332081.92,51,3,4,4,344,Лояльные
C01424,2025-12-07,10,980643.19,25,4,5,5,455,Чемпионы
C01426,2025-08-09,1,10416.09,145,2,1,1,211,Обычные
C01427,2025-12-23,6,918735.3200000001,9,5,5,5,555,Чемпионы
C01428,2025-08-28,1,40453.6,126,2,1,1,211,Обычные
C01429,2025-05-11,2,286598.31,235,1,3,4,134,Крупные покупатели
C01430,2025-11-23,2,53486.33,39,4,3,1,431,Обычные
C01431,2025-09-01,1,195729.37,122,2,1,3,213,Обычные
C01432,2025-12-26,7,640854.17,6,5,5,5,555,Чемпионы
C01433,2025-12-03,5,185683.31,29,4,5,3,453,Лояльные
C01434,2025-10-16,3,494808.07999999996,77,3,4,5,345,Лояльные
C01435,2025-10-13,3,152921.96,80,3,4,3,343,Лояльные
C01436,2025-12-26,19,932514.96,6,5,5,5,555,Чемпионы
C01437,2025-10-13,3,200360.09,80,3,4,3,343,Лояльные
C01438,2025-11-12,7,401583.41000000003,50,3,5,4,354,Лояльные
C01439,2025-09-28,3,187578.1,95,3,4,3,343,Лояльные
C01440,2025-02-11,1,167773.62999999998,324,1,1,3,113,Обычные
C01441,2025-11-06,2,253397.48,56,3,3,3,333,Обычные
C01442,2025-11-17,3,211276.96999999997,45,4,4,3,443,Лояльные
C01443,2025-12-25,6,387871.61,7,5,5,4,554,Чемпионы
C01444,2025-09-22,1,134663.13,101,2,1,2,212,Обычные
C01445,2025-11-22,3,376837.29000000004,40,4,4,4,444,Чемпионы
C01446,2025-03-31,2,88633.15,276,1,3,2,132,Под риском ухода
C01447,2025-08-02,2,17490.52,152,2,3,1,231,Под риском ухода
C01449,2025-10-09,5,530596.51,84,3,5,5,355,Лояльные
C01450,2025-12-31,3,126460.17,1,5,4,2,542,Лояльные
C01452,2025-05-03,3,212619.45,243,1,4,3,143,Под риском ухода
C01455,2025-10-13,3,354983.16000000003,80,3,4,4,344,Лояльные
C01458,2025-09-17,5,534862.55,106,2,5,5,255,Крупные покупатели
C01459,2025-09-26,1,199631.43,97,2,1,3,213,Обычные
C01461,2025-12-22,8,488646.73,10,5,5,5,555,Чемпионы
C01462,2025-11-04,4,734673.3099999999,58,3,4,5,345,Лояльные
C01463,2025-11-04,3,259456.42,58,3,4,4,344,Лояльные
C01466,2025-01-06,1,379255.31,360,1,1,4,114,Обычные
C01467,2025-05-20,2,68027.18000000001,226,1,3,2,132,Под риском ухода
C01468,2025-12-29,3,340215.77,3,5,4,4,544,Чемпионы
C01471,2025-11-05,3,462275.73,57,3,4,5,345,Лояльные
C01472,2025-11-21,2,86659.48,41,4,3,2,432,Обычные
C01473,2025-03-14,1,6875.1,293,1,1,1,111,Обычные
C01474,2025-05-07,2,306570.26999999996,239,1,3,4,134,Крупные покупатели
C01475,2025-12-24,4,394126.02,8,5,4,4,544,Чемпионы
C01476,2025-01-08,1,59145.3,358,1,1,1,111,Обычные
C01478,2025-06-12,1,9270.44,203,1,1,1,111,Обычные
C01479,2025-05-10,2,172422.86,236,1,3,3,133,Под риском ухода
C01481,2025-11-09,4,213404.84,53,3,4,3,343,Лояльные
C01482,2025-12-09,23,1565544.91,23,4,5,5,455,Чемпионы
C01483,2025-09-26,2,61361.35,97,2,3,2,232,Под риском ухода
C01484,2025-12-23,8,805374.78,9,5,5,5,555,Чемпионы
C01485,2025-12-21,4,399455.77999999997,11,5,4,4,544,Чемпионы
C01487,2025-03-11,3,342163.60000000003,296,1,4,4,144,Крупные покупатели
C01488,2025-03-17,2,54705.82,290,1,3,1,131,Под риском ухода
C01489,2025-10-16,3,97943.37,77,3,4,2,342,Лояльные
C01490,2025-12-30,4,47442.45,2,5,4,1,541,Лояльные
C01492,2025-12-25,6,214460.46000000002,7,5,5,3,553,Лояльные
C01493,2025-11-26,7,769853.42,36,4,5,5,455,Чемпионы
C01495,2025-12-31,7,718238.4500000001,1,5,5,5,555,Чемпионы
C01496,2025-12-12,5,660871.94,20,4,5,5,455,Чемпионы
C01497,2025-03-23,1,216626.68,284,1,1,3,113,Обычные
C01498,2025-11-23,9,1371118.62,39,4,5,5,455,Чемпионы
C01500,2025-12-26,1,5970.63,6,5,1,1,511,Новые/перспективные
C01501,2025-07-17,2,288851.66,168,2,3,4,234,Крупные покупатели
C01502,2025-05-29,1,32691.47,217,1,1,1,111,Обычные
C01503,2025-02-17,1,92364.03,318,1,1,2,112,Обычные
C01504,2025-08-29,1,120557.9,125,2,1,2,212,Обычные
C01506,2025-05-24,2,288970.33,222,1,3,4,134,Крупные покупатели
C01507,2025-12-16,4,772616.6799999999,16,5,4,5,545,Чемпионы
C01510,2025-11-21,3,197832.9,41,4,4,3,443,Лояльные
C01511,2025-08-17,1,15650.25,137,2,1,1,211,Обычные
C01513,2025-10-19,8,586379.02,74,3,5,5,355,Лояльные
C01514,2025-11-19,1,166676.13,43,4,1,3,413,Новые/перспективные
C01515,2025-03-17,2,213224.77,290,1,3,3,133,Под риском ухода
C01516,2025-12-20,2,28265.6,12,5,3,1,531,Обычные
C01517,2025-12-13,3,82304.6,19,4,4,2,442,Лояльные
C01518,2025-12-27,6,425668.56,5,5,5,4,554,Чемпионы
C01519,2025-12-31,4,184795.31,1,5,4,3,543,Лояльные
C01520,2025-12-11,2,288815.17,21,4,3,4,434,Крупные покупатели
C01521,2025-10-11,5,216632.48,82,3,5,3,353,Лояльные
C01522,2025-12-03,4,312460.79,29,4,4,4,444,Чемпионы
C01523,2025-12-21,7,285923.46,11,5,5,4,554,Чемпионы
C01524,2025-02-09,1,60731.11,326,1,1,2,112,Обычные
C01525,2025-11-17,6,1004562.1900000001,45,4,5,5,455,Чемпионы
C01527,2025-12-14,1,5671.67,18,4,1,1,411,Новые/перспективные
C01528,2025-11-04,1,44826.14,58,3,1,1,311,Обычные
C01531,2025-07-08,1,76773.13,177,2,1,2,212,Обычные
C01532,2025-11-02,2,540174.41,60,3,3,5,335,Крупные покупатели
C01533,2025-10-30,3,38566.26,63,3,4,1,341,Лояльные
C01534,2025-10-31,1,64850.8,62,3,1,2,312,Обычные
C01535,2025-03-17,1,81465.95999999999,290,1,1,2,112,Обычные
C01537,2025-12-22,5,369711.85,10,5,5,4,554,Чемпионы
C01539,2025-08-08,1,39860.83,146,2,1,1,211,Обычные
C01541,2025-06-24,2,19914.4,191,1,3,1,131,Под риском ухода
C01542,2025-09-11,2,160966.54,112,2,3,3,233,Под риском ухода
C01544,2025-04-01,1,35816.62,275,1,1,1,111,Обычные
C01545,2025-11-08,4,296297.18,54,3,4,4,344,Лояльные
C01546,2025-07-24,1,7426.74,161,2,1,1,211,Обычные
C01547,2025-03-11,1,202857.89,296,1,1,3,113,Обычные
C01548,2025-12-16,7,268027.25,16,5,5,4,554,Чемпионы
C01550,2025-05-05,1,4444.85,241,1,1,1,111,Обычные
C01551,2025-11-18,1,81286.16,44,4,1,2,412,Новые/перспективные
C01552,2025-08-29,1,357980.78,125,2,1,4,214,Обычные
C01557,2025-12-20,2,273085.78,12,5,3,4,534,Крупные покупатели
C01558,2025-09-16,1,53920.22,107,2,1,1,211,Обычные
C01560,2025-12-02,4,153291.52,30,4,4,3,443,Лояльные
C01561,2025-06-10,1,9794.05,205,1,1,1,111,Обычные
C01562,2025-09-28,2,288577.75,95,3,3,4,334,Крупные покупатели
C01564,2025-12-02,5,155397.05,30,4,5,3,453,Лояльные
C01565,2025-11-10,6,697566.4,52,3,5,5,355,Лояльные
C01566,2025-05-23,1,71024.55,223,1,1,2,112,Обычные
C01568,2025-11-17,1,0.0,45,4,1,1,411,Новые/перспективные
C01569,2025-06-18,1,84420.82,197,1,1,2,112,Обычные
C01570,2025-07-07,1,68695.95,178,2,1,2,212,Обычные
C01571,2025-06-08,2,128916.53,207,1,3,2,132,Под риском ухода
C01572,2025-03-15,2,73925.8,292,1,3,2,132,Под риском ухода
C01573,2025-05-18,1,21056.39,228,1,1,1,111,Обычные
C01574,2025-08-17,1,14763.82,137,2,1,1,211,Обычные
C01575,2025-12-02,5,838968.16,30,4,5,5,455,Чемпионы
C01576,2025-11-04,2,14800.689999999999,58,3,3,1,331,Обычные
C01577,2025-12-21,2,283744.6,11,5,3,4,534,Крупные покупатели
C01579,2025-11-10,5,328073.37,52,3,5,4,354,Лояльные
C01580,2025-11-14,11,854314.79,48,3,5,5,355,Лояльные
C01581,2025-11-18,2,158844.88999999998,44,4,3,3,433,Обычные
C01582,2025-08-16,4,259078.48,138,2,4,4,244,Крупные покупатели
C01583,2025-04-30,1,151377.21,246,1,1,3,113,Обычные
C01584,2025-10-09,3,702363.74,84,3,4,5,345,Лояльные
C01585,2025-11-02,3,434524.39,60,3,4,4,344,Лояльные
C01586,2025-12-15,2,110032.99,17,4,3,2,432,Обычные
C01587,2025-12-29,6,385187.83,3,5,5,4,554,Чемпионы
C01588,2025-03-14,1,69727.09,293,1,1,2,112,Обычные
C01590,2025-12-01,4,294189.33,31,4,4,4,444,Чемпионы
C01592,2025-12-29,4,208295.68,3,5,4,3,543,Лояльные
C01593,2025-03-04,1,18034.91,303,1,1,1,111,Обычные
C01596,2025-06-10,1,23011.37,205,1,1,1,111,Обычные
C01597,2025-09-27,2,175759.56,96,2,3,3,233,Под риском ухода
C01598,2025-11-21,2,127681.89000000001,41,4,3,2,432,Обычные
C01599,2025-12-17,5,221366.13999999998,15,5,5,3,553,Лояльные
C01602,2025-04-20,1,0.0,256,1,1,1,111,Обычные
