ticket_id,created_at,channel,category,priority,customer_segment,previous_tickets_90d,backlog_at_creation,agent_experience_months,first_response_minutes,messages_count,reopen_count,resolution_minutes,sla_limit_minutes,sla_breached,cluster
TKT-01298,2026-04-02 21:12:00,email,account,medium,business,2,2,31,16.6,5,0,126.0,1200,0,1
TKT-01299,2026-03-23 21:21:00,portal,account,medium,business,4,19,41,27.8,12,2,431.4,1200,0,0
TKT-01300,2026-02-14 16:43:00,portal,incident,low,business,1,10,37,11.6,1,0,180.0,1800,0,1
TKT-01301,2026-01-31 19:53:00,portal,how_to,low,standard,0,12,25,12.4,7,0,171.7,1800,0,1
TKT-01302,2026-05-13 17:52:00,email,technical,low,vip,4,18,10,31.0,13,1,1107.1,1800,0,0
TKT-01303,2026-03-06 09:31:00,portal,technical,medium,vip,2,51,11,126.8,8,0,1390.0,1200,1,2
TKT-01304,2026-05-20 19:27:00,portal,how_to,low,business,2,9,31,17.6,1,0,122.9,1800,0,1
TKT-01305,2026-03-21 19:13:00,chat,technical,low,business,3,56,12,202.9,6,1,1258.7,1800,0,2
TKT-01306,2026-03-13 11:59:00,email,billing,medium,business,2,44,40,123.6,9,0,1209.8,1200,1,2
TKT-01307,2026-02-11 10:07:00,portal,technical,high,standard,6,20,31,32.2,16,1,761.4,780,0,0
TKT-01308,2026-04-29 12:30:00,chat,incident,high,vip,5,24,30,53.3,15,2,1005.8,780,1,0
TKT-01309,2026-02-21 05:40:00,chat,billing,high,standard,3,7,42,13.9,2,0,320.5,780,0,1
TKT-01310,2026-06-13 15:11:00,chat,technical,critical,standard,1,44,28,193.5,10,1,1204.6,420,1,2
TKT-01311,2026-03-15 11:59:00,chat,how_to,medium,standard,2,9,39,10.3,5,0,139.3,1200,0,1
TKT-01312,2026-05-27 15:58:00,phone,incident,medium,business,2,59,35,131.5,7,0,763.4,1200,0,2
TKT-01313,2026-03-26 14:11:00,chat,incident,medium,business,5,16,13,18.6,11,2,785.1,1200,0,0
TKT-01314,2026-03-16 16:21:00,phone,how_to,low,standard,0,10,27,13.1,3,0,128.4,1800,0,1
TKT-01315,2026-03-23 13:47:00,chat,account,low,standard,1,17,36,14.5,3,0,138.4,1800,0,1
TKT-01316,2026-03-21 11:10:00,email,technical,medium,standard,5,23,19,33.5,13,2,748.5,1200,0,0
TKT-01317,2026-03-28 05:11:00,chat,technical,medium,standard,7,17,27,46.2,13,0,738.7,1200,0,0
TKT-01318,2026-06-09 15:18:00,chat,account,low,standard,2,11,47,15.1,1,0,145.3,1800,0,1
TKT-01319,2026-05-07 13:17:00,chat,technical,high,business,6,23,22,50.2,17,0,783.0,780,1,0
TKT-01320,2026-01-07 04:29:00,chat,technical,critical,standard,4,53,18,111.1,7,1,1369.3,420,0,2
TKT-01321,2026-01-11 11:31:00,email,billing,high,standard,5,18,23,36.6,18,2,890.2,780,1,0
TKT-01322,2026-01-05 02:32:00,email,account,high,standard,6,18,19,54.0,12,0,674.0,780,0,0
TKT-01323,2026-05-05 08:46:00,email,technical,medium,standard,0,6,26,12.4,5,0,108.2,1200,0,1
TKT-01324,2026-02-07 01:02:00,chat,billing,low,vip,2,49,25,139.4,6,0,1516.1,1800,0,2
TKT-01325,2026-03-11 08:25:00,chat,billing,medium,standard,1,15,41,13.8,3,0,178.1,1200,0,1
TKT-01326,2026-05-29 23:19:00,chat,billing,high,standard,4,49,15,102.9,5,2,1409.2,780,1,2
TKT-01327,2026-01-24 17:19:00,email,technical,low,business,1,19,37,8.5,2,1,128.6,1800,0,1
TKT-01328,2026-01-28 13:52:00,phone,technical,medium,standard,5,25,14,31.5,14,2,818.3,1200,0,0
TKT-01329,2026-01-15 07:10:00,portal,billing,high,business,1,14,41,13.5,5,0,198.9,780,0,1
TKT-01330,2026-02-21 08:24:00,chat,how_to,medium,vip,1,20,28,11.0,3,0,206.6,1200,0,1
TKT-01331,2026-01-17 03:07:00,portal,account,high,business,2,52,17,107.4,8,0,1452.2,780,1,2
TKT-01332,2026-04-24 05:34:00,email,incident,high,vip,4,24,14,29.2,14,1,1279.7,780,1,0
TKT-01333,2026-05-13 14:50:00,portal,technical,medium,business,4,21,30,32.5,12,3,649.5,1200,0,0
TKT-01334,2026-02-03 03:55:00,email,technical,high,standard,2,52,26,118.4,6,1,1709.1,780,1,2
TKT-01335,2026-04-05 09:04:00,email,incident,medium,standard,3,44,31,144.1,7,0,1793.3,1200,1,2
TKT-01336,2026-02-24 13:27:00,portal,account,high,standard,3,55,12,72.3,8,2,858.3,780,1,2
TKT-01337,2026-01-15 10:49:00,email,billing,medium,standard,1,19,54,14.3,4,0,195.7,1200,0,1
TKT-01338,2026-03-26 01:03:00,chat,account,low,business,6,15,22,41.9,14,3,672.3,1800,0,0
TKT-01339,2026-05-06 12:14:00,portal,billing,critical,business,3,51,22,142.7,8,0,1648.4,420,1,2
TKT-01340,2026-02-11 01:25:00,email,account,low,standard,1,11,36,10.2,6,0,131.4,1800,0,1
TKT-01341,2026-05-22 20:36:00,portal,technical,medium,business,1,13,34,14.9,2,0,188.3,1200,0,1
TKT-01342,2026-06-28 15:13:00,portal,incident,high,standard,2,58,22,111.7,6,2,1551.1,780,1,2
TKT-01343,2026-01-11 03:11:00,portal,incident,high,standard,4,31,25,34.2,16,0,798.6,780,1,0
TKT-01344,2026-01-30 10:05:00,chat,account,high,standard,4,20,24,29.4,15,2,642.1,780,0,0
TKT-01345,2026-02-22 02:14:00,chat,account,critical,business,4,56,35,114.5,9,0,2117.2,420,1,2
TKT-01346,2026-06-02 23:43:00,chat,technical,medium,business,5,18,30,36.2,14,1,454.1,1200,0,0
TKT-01347,2026-01-26 13:54:00,chat,incident,high,business,5,17,26,31.4,15,2,740.5,780,0,0
TKT-01348,2026-03-26 14:49:00,email,account,medium,standard,3,12,45,13.5,2,0,149.2,1200,0,1
TKT-01349,2026-04-07 17:30:00,chat,technical,medium,business,3,21,27,31.0,12,0,698.3,1200,0,0
TKT-01350,2026-01-24 05:48:00,phone,account,low,vip,1,6,39,14.1,2,0,155.4,1800,0,1
TKT-01351,2026-01-08 13:26:00,email,incident,high,standard,4,52,18,141.8,8,0,1285.2,780,0,2
TKT-01352,2026-01-22 07:51:00,portal,incident,medium,standard,3,48,8,141.7,6,1,1728.9,1200,1,2
TKT-01353,2026-01-11 02:48:00,portal,account,low,standard,2,11,64,13.1,5,0,213.1,1800,0,1
TKT-01354,2026-04-01 01:16:00,email,billing,low,standard,1,10,34,16.4,3,0,128.3,1800,0,1
TKT-01355,2026-06-18 13:59:00,email,account,high,business,1,54,28,99.9,6,1,1559.8,780,1,2
TKT-01356,2026-03-05 15:12:00,portal,billing,low,standard,1,10,33,11.4,5,0,155.0,1800,0,1
TKT-01357,2026-02-16 05:01:00,phone,account,high,business,7,17,26,36.8,17,2,725.0,780,0,0
TKT-01358,2026-02-12 05:28:00,phone,incident,medium,vip,4,17,29,38.9,14,0,751.2,1200,0,0
TKT-01359,2026-06-26 15:25:00,email,technical,high,standard,6,21,16,26.1,14,1,1197.6,780,1,0
TKT-01360,2026-06-22 14:37:00,portal,billing,low,standard,1,7,25,19.3,2,0,128.0,1800,0,1
TKT-01361,2026-04-27 17:35:00,portal,account,medium,vip,5,23,11,31.3,15,5,921.0,1200,0,0
TKT-01362,2026-03-25 09:48:00,portal,billing,low,standard,0,5,28,8.4,2,1,180.6,1800,0,1
TKT-01363,2026-01-29 18:23:00,chat,technical,high,vip,6,21,34,45.5,16,3,803.4,780,1,0
TKT-01364,2026-06-17 04:27:00,email,how_to,low,standard,2,7,49,11.7,2,0,117.9,1800,0,1
TKT-01365,2026-01-01 05:51:00,portal,incident,critical,business,4,17,50,40.3,15,1,607.7,420,1,0
TKT-01366,2026-01-30 12:28:00,email,account,medium,vip,6,27,7,24.3,18,4,787.8,1200,0,0
TKT-01367,2026-05-03 03:43:00,portal,billing,medium,standard,1,9,31,11.7,5,0,154.3,1200,0,1
TKT-01368,2026-02-03 00:34:00,portal,how_to,low,business,1,10,40,10.2,2,0,193.2,1800,0,1
TKT-01369,2026-01-20 11:31:00,portal,billing,medium,business,2,6,40,15.7,3,0,176.0,1200,0,1
TKT-01370,2026-04-18 06:50:00,email,account,medium,business,1,11,31,14.6,3,0,247.9,1200,0,1
TKT-01371,2026-01-05 17:20:00,email,technical,low,standard,1,5,41,12.2,2,0,186.6,1800,0,1
TKT-01372,2026-02-18 13:51:00,chat,how_to,medium,business,2,43,28,75.8,8,0,1387.1,1200,1,2
TKT-01373,2026-04-26 16:36:00,portal,incident,low,standard,5,21,20,39.3,12,0,910.5,1800,0,0
TKT-01374,2026-02-03 06:55:00,chat,technical,medium,vip,0,41,23,100.6,7,0,886.3,1200,0,2
TKT-01375,2026-05-17 16:17:00,portal,account,critical,standard,2,43,2,149.8,10,1,1456.0,420,1,2
TKT-01376,2026-01-18 01:02:00,portal,how_to,low,standard,1,10,35,12.6,4,0,131.2,1800,0,1
TKT-01377,2026-04-21 09:18:00,chat,account,low,vip,6,18,17,28.2,13,4,656.7,1800,0,0
TKT-01378,2026-01-14 17:29:00,chat,incident,critical,standard,2,46,25,145.6,8,1,1671.1,420,1,2
TKT-01379,2026-05-12 17:19:00,portal,account,low,business,5,13,37,29.2,11,2,678.4,1800,0,0
TKT-01380,2026-05-16 13:41:00,email,account,medium,standard,5,23,25,41.2,14,1,751.2,1200,0,0
TKT-01381,2026-05-24 01:38:00,chat,technical,high,business,5,33,39,24.9,15,1,830.3,780,1,0
TKT-01382,2026-02-20 18:56:00,chat,technical,high,standard,1,0,20,19.8,2,0,198.5,780,0,1
TKT-01383,2026-02-12 12:49:00,chat,technical,high,business,4,19,11,26.8,17,1,767.3,780,0,0
TKT-01384,2026-06-26 02:46:00,portal,incident,high,business,2,54,10,97.6,7,0,1477.1,780,1,2
TKT-01385,2026-05-12 07:23:00,email,billing,critical,standard,2,56,30,100.8,7,3,852.8,420,1,2
TKT-01386,2026-02-02 23:04:00,portal,technical,low,standard,0,3,35,12.0,3,0,184.8,1800,0,1
TKT-01387,2026-01-06 06:04:00,portal,account,critical,standard,4,17,33,28.2,18,2,542.8,420,1,0
TKT-01388,2026-03-05 19:12:00,email,how_to,high,business,1,16,22,18.1,4,0,177.6,780,0,1
TKT-01389,2026-04-30 17:21:00,chat,incident,critical,standard,2,47,15,89.1,8,0,2189.6,420,1,2
TKT-01390,2026-03-09 11:36:00,portal,how_to,low,standard,2,12,33,13.2,3,0,184.0,1800,0,1
TKT-01391,2026-05-26 09:28:00,chat,billing,medium,standard,1,57,2,123.2,7,2,1209.4,1200,1,2
TKT-01392,2026-04-01 00:39:00,chat,technical,high,business,5,51,30,80.4,8,0,1523.1,780,1,2
TKT-01393,2026-06-28 10:23:00,email,how_to,medium,business,1,18,36,12.0,4,0,169.5,1200,0,1
TKT-01394,2026-06-06 17:08:00,portal,how_to,medium,standard,0,12,24,15.7,3,0,169.2,1200,0,1
TKT-01395,2026-03-26 19:44:00,email,technical,critical,vip,4,52,29,231.6,10,0,1305.2,420,1,2
TKT-01396,2026-05-31 06:12:00,portal,account,medium,business,2,6,34,15.7,1,0,223.9,1200,0,1
TKT-01397,2026-03-22 16:02:00,portal,incident,medium,vip,5,18,11,35.5,14,1,835.8,1200,0,0
TKT-01398,2026-01-02 19:00:00,email,billing,high,business,2,48,26,100.1,6,0,1097.3,780,1,2
TKT-01399,2026-02-25 10:40:00,email,technical,low,standard,5,11,14,22.3,10,1,817.8,1800,0,0
TKT-01400,2026-03-15 15:58:00,portal,account,low,vip,1,8,37,17.8,1,0,168.4,1800,0,1
TKT-01401,2026-06-25 18:15:00,portal,billing,low,vip,5,20,6,30.3,11,0,591.6,1800,0,0
TKT-01402,2026-05-30 00:41:00,chat,how_to,medium,standard,1,8,41,14.8,2,0,162.8,1200,0,1
TKT-01403,2026-01-27 09:22:00,chat,how_to,high,standard,2,53,9,164.6,4,1,1543.7,780,1,2
TKT-01404,2026-01-01 00:51:00,portal,billing,medium,standard,1,8,33,12.9,1,0,206.4,1200,0,1
TKT-01405,2026-04-06 04:21:00,chat,how_to,low,business,2,10,48,25.6,1,0,129.3,1800,0,1
TKT-01406,2026-04-07 01:19:00,portal,account,medium,standard,2,16,54,12.7,2,0,175.3,1200,0,1
TKT-01407,2026-05-13 08:51:00,email,incident,critical,business,2,45,24,71.8,9,1,1084.2,420,1,2
TKT-01408,2026-02-16 16:56:00,chat,how_to,high,standard,2,17,28,18.9,3,0,307.0,780,0,1
TKT-01409,2026-05-27 04:39:00,email,technical,high,business,2,47,13,155.9,7,1,1430.3,780,1,2
TKT-01410,2026-03-16 07:09:00,portal,billing,high,standard,5,24,16,41.0,16,2,883.2,780,1,0
TKT-01411,2026-03-02 05:22:00,email,how_to,high,standard,2,49,21,158.7,10,1,1263.4,780,1,2
TKT-01412,2026-03-17 15:42:00,email,incident,high,standard,2,46,28,58.2,9,2,1050.1,780,1,2
TKT-01413,2026-06-20 00:13:00,chat,account,critical,vip,3,55,40,144.0,9,1,1355.3,420,1,2
TKT-01414,2026-03-12 12:22:00,email,incident,high,business,2,58,16,157.1,10,1,1402.4,780,1,2
TKT-01415,2026-04-11 21:41:00,portal,billing,low,vip,2,5,35,19.9,3,0,112.5,1800,0,1
TKT-01416,2026-06-10 13:13:00,email,billing,medium,business,2,46,16,92.6,7,1,1168.0,1200,0,2
TKT-01417,2026-01-04 06:59:00,email,account,medium,vip,6,21,36,53.4,14,2,660.2,1200,0,0
TKT-01418,2026-04-07 13:31:00,portal,billing,medium,business,4,22,10,34.1,15,1,537.6,1200,0,0
TKT-01419,2026-05-08 12:01:00,chat,incident,high,vip,3,49,19,109.1,9,0,1419.8,780,1,2
TKT-01420,2026-06-12 16:11:00,chat,technical,high,vip,2,55,10,97.7,9,0,1303.4,780,1,2
TKT-01421,2026-01-12 01:44:00,email,account,low,business,6,20,20,42.3,16,1,560.4,1800,0,0
TKT-01422,2026-05-11 19:31:00,chat,technical,high,standard,6,21,35,20.4,16,5,675.1,780,0,0
TKT-01423,2026-05-25 11:01:00,portal,technical,medium,business,6,16,27,33.4,13,0,708.3,1200,0,0
TKT-01424,2026-03-05 04:50:00,portal,account,high,standard,0,14,21,10.3,2,0,228.3,780,0,1
TKT-01425,2026-05-15 07:14:00,portal,how_to,low,standard,1,11,25,13.0,1,0,183.8,1800,0,1
TKT-01426,2026-03-30 20:11:00,portal,how_to,medium,business,0,11,41,12.0,4,0,206.4,1200,0,1
TKT-01427,2026-04-29 10:58:00,email,how_to,medium,business,1,15,37,8.5,3,0,142.6,1200,0,1
TKT-01428,2026-03-12 04:11:00,phone,billing,medium,standard,1,6,52,12.0,2,0,151.5,1200,0,1
TKT-01429,2026-02-01 21:26:00,email,technical,medium,standard,2,50,17,191.3,7,1,1259.1,1200,1,2
TKT-01430,2026-05-30 03:26:00,email,billing,critical,vip,5,14,13,36.6,15,0,935.5,420,1,0
TKT-01431,2026-02-08 23:02:00,chat,account,high,standard,3,47,13,134.0,7,0,1128.9,780,1,2
TKT-01432,2026-02-03 18:25:00,email,account,medium,standard,5,18,16,25.3,17,0,725.1,1200,0,0
TKT-01433,2026-06-09 11:53:00,portal,how_to,medium,business,0,13,27,12.6,6,0,157.1,1200,0,1
TKT-01434,2026-06-18 13:18:00,phone,technical,low,business,1,7,41,13.3,4,0,202.8,1800,0,1
TKT-01435,2026-04-20 16:15:00,chat,billing,medium,standard,3,12,29,13.2,4,0,207.4,1200,0,1
TKT-01436,2026-04-15 11:26:00,phone,account,medium,business,3,54,10,193.0,8,0,1953.2,1200,1,2
TKT-01437,2026-03-06 22:37:00,portal,billing,low,standard,1,9,32,7.4,4,0,230.1,1800,0,1
TKT-01438,2026-04-21 02:47:00,portal,account,high,standard,6,20,22,36.6,15,0,529.1,780,0,0
TKT-01439,2026-04-20 15:50:00,email,incident,high,business,3,44,22,145.0,7,2,1340.6,780,1,2
TKT-01440,2026-04-04 00:34:00,phone,technical,low,vip,3,59,21,153.1,5,0,1361.0,1800,0,2
TKT-01441,2026-04-28 22:11:00,portal,billing,low,standard,1,14,36,12.1,1,0,220.9,1800,0,1
TKT-01442,2026-04-10 19:25:00,portal,technical,low,standard,0,15,33,16.1,4,0,158.1,1800,0,1
TKT-01443,2026-06-08 06:14:00,portal,account,low,standard,1,11,37,18.8,3,0,105.7,1800,0,1
TKT-01444,2026-05-01 04:21:00,email,account,medium,standard,1,8,29,17.9,6,0,172.5,1200,0,1
TKT-01445,2026-03-11 08:06:00,email,how_to,low,standard,1,12,35,17.4,1,0,119.8,1800,0,1
TKT-01446,2026-04-28 21:45:00,chat,billing,high,standard,6,21,30,37.0,16,1,541.4,780,0,0
TKT-01447,2026-02-11 10:02:00,portal,technical,medium,vip,1,48,23,175.4,7,0,697.1,1200,0,2
TKT-01448,2026-02-08 13:06:00,chat,account,low,standard,5,23,22,42.8,13,0,1001.3,1800,0,0
TKT-01449,2026-05-29 19:54:00,email,technical,high,business,6,24,29,28.0,18,5,995.2,780,1,0
TKT-01450,2026-04-15 20:08:00,portal,account,low,standard,1,12,26,12.1,3,1,132.7,1800,0,1
TKT-01451,2026-01-10 16:10:00,email,account,high,vip,2,51,3,151.0,8,0,1430.8,780,1,2
TKT-01452,2026-03-05 19:59:00,email,account,critical,vip,4,18,36,36.6,15,0,816.6,420,1,0
TKT-01453,2026-06-27 03:56:00,email,technical,critical,standard,3,53,20,195.8,8,0,2088.7,420,1,2
TKT-01454,2026-04-25 15:58:00,phone,account,high,standard,3,57,9,161.2,7,0,2152.4,780,1,2
TKT-01455,2026-06-06 08:20:00,portal,account,low,business,2,11,41,9.2,3,0,197.1,1800,0,1
TKT-01456,2026-04-09 14:38:00,portal,account,medium,standard,0,13,31,16.5,3,0,190.7,1200,0,1
TKT-01457,2026-01-08 16:02:00,email,billing,critical,standard,1,14,39,11.5,4,0,269.7,420,0,1
TKT-01458,2026-02-02 08:13:00,chat,technical,critical,standard,5,22,8,34.7,17,3,1384.6,420,1,0
TKT-01459,2026-01-17 13:57:00,portal,technical,medium,vip,4,46,14,109.8,7,0,2019.1,1200,1,2
TKT-01460,2026-05-13 06:03:00,email,account,low,standard,0,6,39,13.9,2,0,129.3,1800,0,1
TKT-01461,2026-05-17 04:37:00,portal,account,medium,business,5,55,32,200.1,7,1,2070.7,1200,1,2
TKT-01462,2026-03-24 06:17:00,email,technical,low,business,4,15,15,30.9,11,4,424.9,1800,0,0
TKT-01463,2026-05-11 09:32:00,email,account,medium,business,1,9,43,13.9,1,2,150.5,1200,0,1
TKT-01464,2026-04-10 06:13:00,email,how_to,low,standard,1,4,36,12.8,3,0,160.0,1800,0,1
TKT-01465,2026-05-14 04:00:00,email,technical,medium,vip,5,17,14,37.8,15,6,943.1,1200,0,0
TKT-01466,2026-05-02 01:49:00,portal,incident,low,business,5,22,26,64.5,12,4,606.5,1800,0,0
TKT-01467,2026-03-24 00:13:00,email,billing,medium,business,6,25,37,35.7,14,3,613.8,1200,0,0
TKT-01468,2026-04-28 12:24:00,portal,account,low,standard,0,11,31,14.8,5,0,191.2,1800,0,1
TKT-01469,2026-02-27 08:23:00,phone,incident,medium,vip,5,16,17,34.4,14,6,767.3,1200,0,0
TKT-01470,2026-05-15 19:22:00,email,technical,low,business,1,10,40,11.5,3,0,167.5,1800,0,1
TKT-01471,2026-06-14 10:59:00,chat,account,critical,standard,2,52,30,176.1,9,0,2377.0,420,1,2
TKT-01472,2026-02-07 05:10:00,portal,billing,low,standard,1,9,30,15.3,1,0,200.1,1800,0,1
TKT-01473,2026-05-01 01:36:00,chat,incident,medium,standard,0,9,44,14.4,6,0,148.2,1200,0,1
TKT-01474,2026-01-20 20:53:00,portal,technical,low,standard,3,22,8,26.8,12,3,845.7,1800,0,0
TKT-01475,2026-03-09 22:47:00,email,billing,low,standard,6,18,38,26.4,12,2,968.2,1800,0,0
TKT-01476,2026-05-01 10:51:00,portal,how_to,low,standard,6,25,31,27.2,13,5,783.9,1800,0,0
TKT-01477,2026-02-19 22:24:00,portal,incident,low,standard,4,29,18,45.9,14,1,554.7,1800,0,0
TKT-01478,2026-02-12 11:27:00,phone,account,medium,vip,3,50,13,169.5,4,1,1015.3,1200,0,2
TKT-01479,2026-03-11 02:22:00,chat,billing,medium,vip,5,30,6,28.0,16,2,841.7,1200,0,0
TKT-01480,2026-01-21 15:05:00,chat,account,high,vip,7,21,27,33.3,17,2,710.9,780,0,0
TKT-01481,2026-04-23 13:54:00,email,technical,low,business,6,17,26,24.0,14,5,839.2,1800,0,0
TKT-01482,2026-01-24 14:56:00,email,billing,low,business,1,8,41,19.5,3,0,165.2,1800,0,1
TKT-01483,2026-03-01 23:15:00,chat,incident,medium,standard,5,21,39,45.5,13,1,910.4,1200,0,0
TKT-01484,2026-02-26 07:17:00,chat,account,low,business,2,18,12,23.2,4,0,203.2,1800,0,1
TKT-01485,2026-06-24 05:16:00,chat,incident,medium,standard,5,24,13,16.5,14,2,843.0,1200,0,0
TKT-01486,2026-06-28 12:31:00,email,technical,low,standard,2,15,28,17.9,3,0,164.9,1800,0,1
TKT-01487,2026-01-15 06:36:00,email,account,medium,vip,3,51,8,73.5,8,0,1163.7,1200,0,2
TKT-01488,2026-01-29 07:21:00,phone,technical,medium,vip,5,20,27,25.6,15,3,857.7,1200,0,0
TKT-01489,2026-05-12 19:02:00,portal,how_to,critical,standard,2,56,16,144.3,5,0,1277.2,420,1,2
TKT-01490,2026-02-23 17:40:00,email,incident,critical,business,5,21,25,28.9,15,1,788.1,420,1,0
TKT-01491,2026-04-26 22:30:00,chat,how_to,critical,standard,0,15,14,15.3,3,0,429.9,420,1,1
TKT-01492,2026-06-15 17:34:00,portal,technical,high,standard,3,52,14,90.7,5,1,1524.6,780,1,2
TKT-01493,2026-01-30 07:30:00,portal,incident,low,standard,5,18,37,34.2,12,2,568.0,1800,0,0
TKT-01494,2026-06-23 09:29:00,email,billing,medium,standard,3,53,32,134.9,8,0,1080.1,1200,0,2
TKT-01495,2026-01-10 10:44:00,email,incident,medium,business,6,26,25,33.6,15,0,705.9,1200,0,0
TKT-01496,2026-02-11 04:36:00,phone,how_to,low,standard,5,16,29,26.7,11,0,467.9,1800,0,0
TKT-01497,2026-04-02 08:42:00,chat,technical,low,standard,2,51,17,125.9,7,1,1191.9,1800,0,2
TKT-01498,2026-06-08 11:33:00,email,technical,medium,vip,5,21,33,22.5,14,1,616.0,1200,0,0
TKT-01499,2026-04-10 16:47:00,phone,billing,low,standard,1,9,46,18.7,3,0,112.2,1800,0,1
TKT-01500,2026-01-26 00:07:00,chat,technical,low,business,5,18,26,22.1,11,1,649.9,1800,0,0
TKT-01501,2026-02-14 19:20:00,chat,incident,high,business,5,21,25,31.4,17,2,845.5,780,1,0
TKT-01502,2026-05-18 01:50:00,portal,account,medium,business,3,50,11,115.0,9,2,1127.9,1200,0,2
TKT-01503,2026-04-12 02:00:00,portal,billing,high,standard,2,15,24,13.4,3,0,226.8,780,0,1
TKT-01504,2026-01-03 08:11:00,portal,incident,medium,business,5,16,33,27.4,13,5,625.6,1200,0,0
TKT-01505,2026-04-01 06:46:00,portal,incident,high,vip,2,51,3,129.2,7,1,1107.3,780,1,2
TKT-01506,2026-03-15 04:35:00,chat,how_to,low,standard,5,21,17,32.8,15,3,1040.4,1800,0,0
TKT-01507,2026-01-01 02:30:00,portal,incident,medium,business,5,24,7,26.4,14,2,659.1,1200,0,0
TKT-01508,2026-02-14 12:29:00,email,how_to,low,standard,4,18,13,34.8,14,3,646.3,1800,0,0
TKT-01509,2026-06-18 08:39:00,email,billing,low,business,1,7,23,12.2,1,0,178.9,1800,0,1
TKT-01510,2026-05-07 17:18:00,portal,technical,high,standard,5,15,24,33.3,16,1,757.4,780,0,0
TKT-01511,2026-01-13 17:50:00,portal,account,low,standard,0,11,35,9.4,3,0,152.2,1800,0,1
TKT-01512,2026-01-03 21:21:00,email,how_to,low,vip,1,7,41,15.7,1,0,141.2,1800,0,1
TKT-01513,2026-03-04 06:27:00,phone,billing,critical,business,4,21,35,45.9,18,1,620.1,420,1,0
TKT-01514,2026-03-25 16:22:00,email,technical,low,standard,5,18,35,26.2,13,2,710.5,1800,0,0
TKT-01515,2026-03-23 14:59:00,phone,billing,high,standard,2,54,26,104.5,6,0,905.1,780,1,2
TKT-01516,2026-05-06 09:52:00,chat,billing,medium,standard,1,2,42,7.9,3,0,130.3,1200,0,1
TKT-01517,2026-02-01 04:55:00,email,account,low,vip,2,8,34,17.3,2,0,247.3,1800,0,1
TKT-01518,2026-01-09 09:45:00,email,technical,high,business,2,53,27,72.8,6,1,1109.8,780,1,2
TKT-01519,2026-05-02 01:57:00,email,how_to,low,standard,0,15,33,14.1,4,0,201.6,1800,0,1
TKT-01520,2026-06-11 12:46:00,chat,how_to,medium,standard,1,8,44,12.2,4,0,150.0,1200,0,1
TKT-01521,2026-01-31 04:37:00,portal,incident,low,standard,1,9,51,19.2,2,0,211.7,1800,0,1
TKT-01522,2026-03-07 00:22:00,phone,account,low,standard,4,24,25,24.0,12,3,1003.8,1800,0,0
TKT-01523,2026-04-23 19:08:00,phone,how_to,medium,vip,2,48,42,85.4,8,1,841.7,1200,0,2
TKT-01524,2026-01-30 17:56:00,email,account,critical,standard,3,53,22,121.2,8,0,1139.6,420,1,2
TKT-01525,2026-06-04 18:59:00,chat,account,high,vip,6,22,16,39.6,15,2,558.8,780,0,0
TKT-01526,2026-02-10 14:00:00,email,incident,high,business,0,6,39,11.0,5,1,187.7,780,0,1
TKT-01527,2026-04-06 20:48:00,email,how_to,medium,standard,1,12,40,12.7,3,0,182.5,1200,0,1
TKT-01528,2026-03-03 00:04:00,chat,how_to,high,business,5,23,27,20.0,15,3,649.1,780,0,0
TKT-01529,2026-05-01 03:13:00,portal,billing,medium,business,4,0,37,12.2,4,0,155.4,1200,0,1
TKT-01530,2026-02-05 16:58:00,portal,how_to,high,business,1,10,39,14.0,3,0,192.3,780,0,1
TKT-01531,2026-01-18 16:20:00,portal,how_to,medium,standard,1,13,29,14.8,1,0,209.4,1200,0,1
TKT-01532,2026-04-02 21:42:00,chat,incident,low,standard,0,7,24,12.5,3,0,231.1,1800,0,1
TKT-01533,2026-06-05 17:45:00,email,technical,high,standard,4,18,11,34.7,15,1,1168.7,780,1,0
TKT-01534,2026-04-24 22:15:00,phone,how_to,medium,business,4,21,18,26.9,14,3,508.0,1200,0,0
TKT-01535,2026-05-17 00:11:00,portal,billing,low,standard,2,5,40,20.4,5,0,189.0,1800,0,1
TKT-01536,2026-03-20 00:25:00,email,billing,medium,standard,5,16,24,34.1,13,2,716.3,1200,0,0
TKT-01537,2026-01-26 05:19:00,phone,billing,medium,business,2,41,13,79.8,6,1,938.0,1200,0,2
TKT-01538,2026-03-18 20:46:00,chat,technical,high,standard,7,14,35,30.5,16,2,624.0,780,0,0
TKT-01539,2026-06-27 17:59:00,email,technical,medium,vip,1,49,20,179.6,10,1,1157.0,1200,0,2
TKT-01540,2026-05-21 16:56:00,portal,technical,high,vip,4,21,14,37.2,14,4,754.7,780,0,0
TKT-01541,2026-05-07 15:16:00,portal,incident,high,vip,2,44,23,100.0,10,0,840.6,780,1,2
TKT-01542,2026-02-24 04:23:00,portal,how_to,medium,standard,0,11,33,17.9,3,0,158.5,1200,0,1
TKT-01543,2026-04-18 22:32:00,portal,technical,low,standard,1,11,36,14.6,4,0,159.1,1800,0,1
TKT-01544,2026-04-23 02:21:00,email,billing,high,business,2,16,28,22.8,2,0,168.9,780,0,1
TKT-01545,2026-04-28 18:07:00,email,account,medium,standard,5,20,31,34.5,14,2,1142.0,1200,0,0
TKT-01546,2026-06-10 17:25:00,portal,technical,low,business,1,11,26,16.4,3,0,264.4,1800,0,1
