line_id,order_id,sale_date,customer_id,city,sales_channel,customer_segment,payment_method,product_id,product_name,category,brand,promo_campaign,discount_pct,quantity,unit_price_rub,unit_cost_rub,returned,gross_revenue_rub,discount_amount_rub,sales_after_discount_rub,net_revenue_rub,cost_total_rub,gross_profit_rub,margin_pct,month_start,month_num,year
L006417,ORD002310,2025-09-15,C00074,Новосибирск,Магазин,Регулярный,Карта,P033,Бытовая техника Samsung Model 33,Бытовая техника,Samsung,Без акции,0.039,1,20363.24,17211.26,0,20363.24,794.17,19569.07,19569.07,17211.26,2357.81,0.12048672734209219,2025-09-01,9,2025
L006418,ORD004309,2025-11-19,C01514,Санкт-Петербург,Сайт,Регулярный,СБП,P023,Телевизоры Hisense Model 23,Телевизоры,Hisense,Без акции,0.0414,1,146326.8,102871.37,0,146326.8,6057.93,140268.87,140268.87,102871.37,37397.5,0.2666129723011654,2025-11-01,11,2025
L006419,ORD000602,2025-05-09,C02235,Казань,Сайт,VIP,Карта,P036,Бытовая техника Haier Model 36,Бытовая техника,Haier,Без акции,0.0,3,98318.39,80318.11,0,294955.17,0.0,294955.17,294955.17,240954.33,54000.84,0.18308151709970016,2025-05-01,5,2025
L006420,ORD001702,2025-06-23,C00759,Москва,Магазин,Регулярный,Рассрочка,P005,Смартфоны realme Model 05,Смартфоны,realme,Без акции,0.0275,2,46689.05,31927.0,0,93378.1,2567.9,90810.2,90810.2,63854.0,26956.2,0.2968411211747962,2025-06-01,6,2025
L006421,ORD005072,2025-05-29,C00807,Москва,Магазин,VIP,Карта,P024,Телевизоры Samsung Model 24,Телевизоры,Samsung,Без акции,0.0484,1,20974.65,16233.76,0,20974.65,1015.17,19959.48,19959.48,16233.76,3725.72,0.18666405693895904,2025-05-01,5,2025
L006422,ORD002955,2025-01-17,C01746,Санкт-Петербург,Магазин,Регулярный,СБП,P019,Телевизоры Samsung Model 19,Телевизоры,Samsung,Без акции,0.0669,1,186161.19,104228.42,1,186161.19,12454.18,173707.01,0.0,0.0,0.0,,2025-01-01,1,2025
L006423,ORD000877,2025-10-01,C00954,Москва,Маркетплейс,Новый,Карта,P017,Ноутбуки Lenovo Model 17,Ноутбуки,Lenovo,Без акции,0.0374,3,66432.64,49972.78,0,199297.92,7453.74,191844.18,191844.18,149918.34,41925.84,0.21854110077532055,2025-10-01,10,2025
L006424,ORD002015,2025-08-23,C01058,Санкт-Петербург,Сайт,Новый,СБП,P047,Аксессуары Baseus Model 47,Аксессуары,Baseus,Без акции,0.0175,1,507.68,385.19,0,507.68,8.88,498.8,498.8,385.19,113.61,0.22775982787338137,2025-08-01,8,2025
L006425,ORD002173,2025-05-19,C01565,Казань,Сайт,Новый,Карта,P001,Смартфоны Apple Model 01,Смартфоны,Apple,Weekend,0.0565,1,74204.44,48301.36,0,74204.44,4192.55,70011.89,70011.89,48301.36,21710.53,0.3100977477780426,2025-05-01,5,2025
L006426,ORD003358,2025-09-16,C01513,Екатеринбург,Сайт,Регулярный,Рассрочка,P057,Игровая техника Logitech Model 57,Игровая техника,Logitech,Без акции,0.0332,1,64747.26,56168.74,0,64747.26,2149.61,62597.65,62597.65,56168.74,6428.91,0.10270211211737755,2025-09-01,9,2025
L006427,ORD005711,2025-05-19,C00464,Санкт-Петербург,Магазин,Новый,Рассрочка,P042,Аудио JBL Model 42,Аудио,JBL,Без акции,0.0446,1,68157.52,50637.04,0,68157.52,3039.83,65117.69,65117.69,50637.04,14480.65,0.22237664731793177,2025-05-01,5,2025
L006428,ORD001009,2025-08-05,C00292,Москва,Магазин,Регулярный,Наличные,P056,Игровая техника Microsoft Model 56,Игровая техника,Microsoft,Back-to-school,0.0995,3,7020.73,3966.61,0,21062.19,2095.69,18966.5,18966.5,11899.83,7066.67,0.37258699888910646,2025-08-01,8,2025
L006429,ORD004909,2025-06-30,C01847,Екатеринбург,Маркетплейс,Новый,Карта,P038,Аудио Sony Model 38,Аудио,Sony,Без акции,0.0526,1,17653.51,12969.12,0,17653.51,928.57,16724.94,16724.94,12969.12,3755.82,0.22456381983027907,2025-06-01,6,2025
L006430,ORD003069,2025-08-14,C01537,Екатеринбург,Магазин,Регулярный,СБП,P047,Аксессуары Baseus Model 47,Аксессуары,Baseus,Back-to-school,0.0871,1,496.97,411.93,0,496.97,43.29,453.68,453.68,411.93,41.75,0.09203304724626639,2025-08-01,8,2025
L006431,ORD005198,2025-02-10,C00828,Москва,Магазин,Новый,Карта,P051,Аксессуары Xiaomi Model 51,Аксессуары,Xiaomi,Без акции,0.0405,1,2409.85,1669.91,0,2409.85,97.6,2312.25,2312.25,1669.91,642.34,0.27779901670064094,2025-02-01,2,2025
L006432,ORD004429,2025-09-07,C01986,Москва,Сайт,Регулярный,Рассрочка,P060,Игровая техника Sony Model 60,Игровая техника,Sony,Back-to-school,0.1476,2,6822.27,4194.0,0,13644.54,2013.93,11630.61,11630.61,8388.0,3242.61,0.27879939574903817,2025-09-01,9,2025
L006433,ORD004020,2025-04-15,C01146,Санкт-Петербург,Магазин,Регулярный,Карта,P043,Аудио Sony Model 43,Аудио,Sony,Без акции,0.0311,1,7539.21,5254.84,0,7539.21,234.47,7304.74,7304.74,5254.84,2049.9,0.28062606052012407,2025-04-01,4,2025
L006434,ORD000177,2025-12-21,C01921,Москва,Сайт,Регулярный,Карта,P043,Аудио Sony Model 43,Аудио,Sony,Новый год,0.1625,1,7925.55,5112.83,0,7925.55,1287.9,6637.65,6637.65,5112.83,1524.82,0.22972265119883858,2025-12-01,12,2025
L006435,ORD001217,2025-11-23,C01981,Санкт-Петербург,Сайт,Регулярный,СБП,P017,Ноутбуки Lenovo Model 17,Ноутбуки,Lenovo,Black Friday,0.1816,2,66936.9,50807.66,0,133873.8,24311.48,109562.32,109562.32,101615.32,7947.0,0.07253404337249149,2025-11-01,11,2025
L006436,ORD003931,2025-12-07,C01877,Екатеринбург,Сайт,VIP,СБП,P007,Смартфоны Samsung Model 07,Смартфоны,Samsung,Без акции,0.0738,2,17724.38,11591.47,0,35448.76,2616.12,32832.64,32832.64,23182.94,9649.7,0.2939057312361886,2025-12-01,12,2025
L006437,ORD001345,2025-09-01,C00238,Москва,Магазин,Регулярный,Карта,P010,Смартфоны realme Model 10,Смартфоны,realme,Back-to-school,0.0967,1,39599.33,28460.03,0,39599.33,3829.26,35770.07,35770.07,28460.03,7310.04,0.20436202138576412,2025-09-01,9,2025
L006438,ORD000993,2025-09-10,C00228,Москва,Сайт,Новый,Карта,P006,Смартфоны Apple Model 06,Смартфоны,Apple,Без акции,0.06,1,36426.14,30146.87,1,36426.14,2185.57,34240.57,0.0,0.0,0.0,,2025-09-01,9,2025
L006439,ORD001316,2025-01-26,C00488,Санкт-Петербург,Магазин,Регулярный,Наличные,P007,Смартфоны Samsung Model 07,Смартфоны,Samsung,Weekend,0.0737,1,18491.6,11474.68,0,18491.6,1362.83,17128.77,17128.77,11474.68,5654.09,0.3300931347484777,2025-01-01,1,2025
L006440,ORD001524,2025-04-03,C01252,Самара,Магазин,Новый,Карта,P002,Смартфоны Samsung Model 02,Смартфоны,Samsung,Без акции,0.0103,1,91549.14,72589.43,0,91549.14,942.96,90606.18,90606.18,72589.43,18016.75,0.1988468456660338,2025-04-01,4,2025
L006441,ORD002086,2025-05-31,C02353,Москва,Сайт,Регулярный,Карта,P014,Ноутбуки Acer Model 14,Ноутбуки,Acer,Без акции,0.0551,2,71595.4,42862.4,0,143190.8,7889.81,135300.99,135300.99,85724.8,49576.19,0.3664140820296686,2025-05-01,5,2025
L006442,ORD002834,2025-05-18,C01399,Москва,Магазин,Новый,Карта,P059,Игровая техника HyperX Model 59,Игровая техника,HyperX,Без акции,0.0,1,34138.39,22353.83,0,34138.39,0.0,34138.39,34138.39,22353.83,11784.56,0.3451996418108762,2025-05-01,5,2025
L006443,ORD005668,2025-01-10,C00704,Казань,Маркетплейс,Регулярный,СБП,P054,Аксессуары Apple Model 54,Аксессуары,Apple,Weekend,0.0729,1,2899.41,2078.69,0,2899.41,211.37,2688.04,2688.04,2078.69,609.35,0.22669020120080205,2025-01-01,1,2025
L006444,ORD005522,2025-12-17,C00513,Екатеринбург,Сайт,Регулярный,СБП,P047,Аксессуары Baseus Model 47,Аксессуары,Baseus,Новый год,0.1206,2,519.63,402.46,0,1039.26,125.33,913.93,913.93,804.92,109.01,0.11927151013239772,2025-12-01,12,2025
L006445,ORD002237,2025-04-14,C02263,Москва,Магазин,Регулярный,СБП,P041,Аудио Philips Model 41,Аудио,Philips,Без акции,0.0258,1,3218.68,2111.09,0,3218.68,83.04,3135.64,3135.64,2111.09,1024.55,0.32674308632003657,2025-04-01,4,2025
L006446,ORD001198,2025-06-21,C02311,Москва,Сайт,VIP,Карта,P055,Игровая техника Sony Model 55,Игровая техника,Sony,Без акции,0.0713,2,11804.68,9072.66,0,23609.36,1683.35,21926.01,21926.01,18145.32,3780.69,0.17242955641110302,2025-06-01,6,2025
L006447,ORD000085,2025-03-30,C00994,Москва,Маркетплейс,Регулярный,СБП,P028,Бытовая техника Samsung Model 28,Бытовая техника,Samsung,Без акции,0.0994,1,8663.45,4964.15,0,8663.45,861.15,7802.3,7802.3,4964.15,2838.15,0.3637583729492324,2025-03-01,3,2025
L006448,ORD002214,2025-07-30,C01408,Самара,Сайт,VIP,Карта,P054,Аксессуары Apple Model 54,Аксессуары,Apple,Weekend,0.0551,1,2898.34,2096.03,0,2898.34,159.7,2738.64,2738.64,2096.03,642.61,0.23464607323666362,2025-07-01,7,2025
L006449,ORD005643,2025-08-03,C00244,Екатеринбург,Сайт,Регулярный,Рассрочка,P029,Бытовая техника LG Model 29,Бытовая техника,LG,Без акции,0.0532,1,96746.88,67631.85,0,96746.88,5146.93,91599.95,91599.95,67631.85,23968.1,0.2616605908063152,2025-08-01,8,2025
L006450,ORD005878,2025-12-23,C01974,Санкт-Петербург,Маркетплейс,Регулярный,Карта,P041,Аудио Philips Model 41,Аудио,Philips,Новый год,0.1471,1,3105.48,2172.85,0,3105.48,456.82,2648.66,2648.66,2172.85,475.81,0.1796429865779286,2025-12-01,12,2025
L006451,ORD000391,2025-09-09,C01343,Москва,Магазин,Регулярный,СБП,P032,Бытовая техника Bosch Model 32,Бытовая техника,Bosch,Back-to-school,0.0754,1,61648.98,41698.75,0,61648.98,4648.33,57000.65,57000.65,41698.75,15301.9,0.2684512849950198,2025-09-01,9,2025
L006452,ORD002286,2025-10-09,C02019,Москва,Магазин,Регулярный,Карта,P053,Аксессуары Samsung Model 53,Аксессуары,Samsung,Без акции,0.0,1,1835.15,1465.31,0,1835.15,0.0,1835.15,1835.15,1465.31,369.84,0.20153120998283525,2025-10-01,10,2025
L006453,ORD001563,2025-02-06,C02076,Москва,Магазин,Новый,Карта,P016,Ноутбуки Apple Model 16,Ноутбуки,Apple,Без акции,0.0257,1,116751.9,99791.04,0,116751.9,3000.52,113751.38,113751.38,99791.04,13960.34,0.12272674529349385,2025-02-01,2,2025
L006454,ORD003179,2025-01-17,C01145,Казань,Сайт,Новый,СБП,P041,Аудио Philips Model 41,Аудио,Philips,Без акции,0.0429,1,2934.23,2154.38,0,2934.23,125.88,2808.35,2808.35,2154.38,653.97,0.2328666925473535,2025-01-01,1,2025
L006455,ORD003209,2025-07-15,C00083,Новосибирск,Маркетплейс,Регулярный,Карта,P023,Телевизоры Hisense Model 23,Телевизоры,Hisense,Weekend,0.0928,1,147904.67,104888.3,0,147904.67,13725.55,134179.12,134179.12,104888.3,29290.82,0.21829638889395472,2025-07-01,7,2025
L006456,ORD002138,2025-05-25,C00485,Москва,Маркетплейс,Регулярный,СБП,P020,Телевизоры LG Model 20,Телевизоры,LG,Weekend,0.1384,2,67592.47,48959.99,0,135184.94,18709.6,116475.34,116475.34,97919.98,18555.36,0.159307228623172,2025-05-01,5,2025
L006457,ORD002957,2025-06-28,C00163,Москва,Сайт,Регулярный,Рассрочка,P012,Ноутбуки Lenovo Model 12,Ноутбуки,Lenovo,Без акции,0.0,1,190094.51,135379.05,0,190094.51,0.0,190094.51,190094.51,135379.05,54715.46,0.28783293110358643,2025-06-01,6,2025
L006458,ORD001244,2025-11-02,C01532,Екатеринбург,Магазин,Регулярный,Наличные,P026,Телевизоры Sony Model 26,Телевизоры,Sony,Без акции,0.0958,1,25561.74,19412.27,0,25561.74,2448.81,23112.93,23112.93,19412.27,3700.66,0.1601119399074554,2025-11-01,11,2025
L006459,ORD004982,2025-12-21,C00954,Москва,Маркетплейс,Новый,Рассрочка,P001,Смартфоны Apple Model 01,Смартфоны,Apple,Новый год,0.1171,1,75815.85,48890.76,0,75815.85,8878.04,66937.81,66937.81,48890.76,18047.05,0.26960925217002646,2025-12-01,12,2025
L006460,ORD005910,2025-11-24,C00712,Екатеринбург,Магазин,Регулярный,Рассрочка,P025,Телевизоры LG Model 25,Телевизоры,LG,Black Friday,0.1933,1,161325.22,108860.22,0,161325.22,31184.17,130141.05,130141.05,108860.22,21280.83,0.1635213036981416,2025-11-01,11,2025
L006461,ORD003966,2025-10-21,C01396,Казань,Магазин,Регулярный,Карта,P018,Ноутбуки ASUS Model 18,Ноутбуки,ASUS,Без акции,0.0318,1,46679.59,35744.76,0,46679.59,1484.41,45195.18,45195.18,35744.76,9450.42,0.2091023697473154,2025-10-01,10,2025
L006462,ORD002846,2025-08-15,C00043,Москва,Магазин,Регулярный,СБП,P012,Ноутбуки Lenovo Model 12,Ноутбуки,Lenovo,Без акции,0.0017,2,181842.65,135731.78,0,363685.3,618.27,363067.03,363067.03,271463.56,91603.47,0.25230457783787247,2025-08-01,8,2025
L006463,ORD002124,2025-12-24,C01718,Москва,Магазин,Регулярный,Наличные,P018,Ноутбуки ASUS Model 18,Ноутбуки,ASUS,Новый год,0.1317,2,45293.58,35412.52,0,90587.16,11930.33,78656.83,78656.83,70825.04,7831.79,0.09956911466738434,2025-12-01,12,2025
L006464,ORD005206,2025-09-16,C01019,Новосибирск,Сайт,Регулярный,Карта,P005,Смартфоны realme Model 05,Смартфоны,realme,Back-to-school,0.1509,1,47444.5,32053.51,0,47444.5,7159.38,40285.12,40285.12,32053.51,8231.61,0.20433385673289317,2025-09-01,9,2025
L006465,ORD000588,2025-04-02,C02090,Екатеринбург,Магазин,Регулярный,Карта,P045,Аксессуары Logitech Model 45,Аксессуары,Logitech,Weekend,0.0633,2,3327.53,2568.02,0,6655.06,421.27,6233.79,6233.79,5136.04,1097.75,0.17609734591480938,2025-04-01,4,2025
L006466,ORD000663,2025-08-09,C00799,Самара,Сайт,Новый,Карта,P003,Смартфоны Xiaomi Model 03,Смартфоны,Xiaomi,Без акции,0.0634,1,90390.29,57190.32,0,90390.29,5730.74,84659.55,84659.55,57190.32,27469.23,0.3244669625235675,2025-08-01,8,2025
L006467,ORD003570,2025-08-11,C00259,Екатеринбург,Магазин,Новый,Карта,P025,Телевизоры LG Model 25,Телевизоры,LG,Без акции,0.0165,1,165465.98,112046.8,0,165465.98,2730.19,162735.79,162735.79,112046.8,50688.99,0.3114802890976301,2025-08-01,8,2025
L006468,ORD002555,2025-12-16,C01507,Казань,Магазин,Регулярный,Карта,P008,Смартфоны Xiaomi Model 08,Смартфоны,Xiaomi,Новый год,0.1106,1,95930.07,56635.73,0,95930.07,10609.87,85320.2,85320.2,56635.73,28684.47,0.33619790889460305,2025-12-01,12,2025
L006469,ORD000536,2025-10-06,C01221,Екатеринбург,Магазин,Регулярный,Карта,P058,Игровая техника ASUS Model 58,Игровая техника,ASUS,Без акции,0.0461,1,13661.49,9850.18,1,13661.49,629.79,13031.7,0.0,0.0,0.0,,2025-10-01,10,2025
L006470,ORD000143,2025-08-29,C00553,Москва,Магазин,Регулярный,Карта,P011,Ноутбуки Apple Model 11,Ноутбуки,Apple,Back-to-school,0.1559,1,115697.56,91601.13,0,115697.56,18037.25,97660.31,97660.31,91601.13,6059.18,0.06204342758517558,2025-08-01,8,2025
L006471,ORD004546,2025-11-11,C00398,Екатеринбург,Сайт,VIP,СБП,P028,Бытовая техника Samsung Model 28,Бытовая техника,Samsung,Weekend,0.0544,1,8310.02,4730.09,0,8310.02,452.07,7857.95,7857.95,4730.09,3127.86,0.3980507583752346,2025-11-01,11,2025
L006472,ORD001958,2025-07-18,C02001,Москва,Сайт,Новый,Рассрочка,P044,Аудио Marshall Model 44,Аудио,Marshall,Без акции,0.0427,1,45689.71,33968.42,0,45689.71,1950.95,43738.76,43738.76,33968.42,9770.34,0.223379435558418,2025-07-01,7,2025
L006473,ORD003529,2025-02-08,C00988,Москва,Магазин,Регулярный,Карта,P018,Ноутбуки ASUS Model 18,Ноутбуки,ASUS,Без акции,0.0758,1,44547.7,35519.84,0,44547.7,3376.72,41170.98,41170.98,35519.84,5651.14,0.13726036505057726,2025-02-01,2,2025
L006474,ORD000377,2025-01-17,C01052,Москва,Сайт,Новый,СБП,P014,Ноутбуки Acer Model 14,Ноутбуки,Acer,Без акции,0.0562,1,72242.74,44899.19,0,72242.74,4060.04,68182.7,68182.7,44899.19,23283.51,0.3414870442337462,2025-01-01,1,2025
L006475,ORD004176,2025-09-19,C00754,Казань,Магазин,Новый,Карта,P023,Телевизоры Hisense Model 23,Телевизоры,Hisense,Без акции,0.0679,1,145049.54,104650.21,0,145049.54,9848.86,135200.68,135200.68,104650.21,30550.47,0.22596385672749492,2025-09-01,9,2025
L006476,ORD001325,2025-07-19,C01981,Москва,Магазин,Регулярный,Рассрочка,P016,Ноутбуки Apple Model 16,Ноутбуки,Apple,Без акции,0.0091,1,129282.99,92511.69,1,129282.99,1176.48,128106.51,0.0,0.0,0.0,,2025-07-01,7,2025
L006477,ORD002276,2025-05-23,C00699,Самара,Магазин,Регулярный,Наличные,P012,Ноутбуки Lenovo Model 12,Ноутбуки,Lenovo,Без акции,0.0176,1,187628.75,137428.3,0,187628.75,3302.27,184326.48,184326.48,137428.3,46898.18,0.25442998196612926,2025-05-01,5,2025
L006478,ORD000586,2025-01-19,C00099,Екатеринбург,Магазин,Новый,Рассрочка,P037,Аудио JBL Model 37,Аудио,JBL,Без акции,0.0481,1,6628.54,4542.57,0,6628.54,318.83,6309.71,6309.71,4542.57,1767.14,0.28006643774504675,2025-01-01,1,2025
L006479,ORD002249,2025-04-15,C00817,Санкт-Петербург,Магазин,Новый,Карта,P005,Смартфоны realme Model 05,Смартфоны,realme,Без акции,0.0215,1,45648.24,32471.02,0,45648.24,981.44,44666.8,44666.8,32471.02,12195.78,0.2730390819259272,2025-04-01,4,2025
L006480,ORD004195,2025-01-17,C02128,Москва,Сайт,Новый,СБП,P038,Аудио Sony Model 38,Аудио,Sony,Weekend,0.0873,1,17728.22,12815.73,0,17728.22,1547.67,16180.55,16180.55,12815.73,3364.82,0.2079544356578544,2025-01-01,1,2025
L006481,ORD003721,2025-10-31,C01828,Санкт-Петербург,Магазин,Регулярный,СБП,P044,Аудио Marshall Model 44,Аудио,Marshall,Без акции,0.0351,1,44355.14,33061.79,0,44355.14,1556.87,42798.27,42798.27,33061.79,9736.48,0.22749712880212603,2025-10-01,10,2025
L006482,ORD003114,2025-03-11,C01790,Новосибирск,Сайт,Регулярный,СБП,P013,Ноутбуки ASUS Model 13,Ноутбуки,ASUS,Без акции,0.049,1,80037.94,53588.17,0,80037.94,3921.86,76116.08,76116.08,53588.17,22527.91,0.295967825218932,2025-03-01,3,2025
L006483,ORD001438,2025-04-11,C00510,Самара,Маркетплейс,VIP,Карта,P051,Аксессуары Xiaomi Model 51,Аксессуары,Xiaomi,Без акции,0.0624,2,2537.71,1733.67,0,5075.42,316.71,4758.71,4758.71,3467.34,1291.37,0.27137034258520926,2025-04-01,4,2025
L006484,ORD001726,2025-05-04,C00845,Москва,Магазин,Регулярный,СБП,P055,Игровая техника Sony Model 55,Игровая техника,Sony,Без акции,0.0632,1,11087.94,9114.85,0,11087.94,700.76,10387.18,10387.18,9114.85,1272.33,0.12249060125083053,2025-05-01,5,2025
L006485,ORD001419,2025-11-23,C00144,Москва,Сайт,Новый,СБП,P001,Смартфоны Apple Model 01,Смартфоны,Apple,Black Friday,0.1671,1,67448.35,45909.96,0,67448.35,11270.62,56177.73,56177.73,45909.96,10267.77,0.1827729704336101,2025-11-01,11,2025
L006486,ORD005636,2025-03-08,C02279,Москва,Сайт,VIP,Карта,P046,Аксессуары Xiaomi Model 46,Аксессуары,Xiaomi,Back-to-school,0.0895,1,493.17,416.46,0,493.17,44.14,449.03,449.03,416.46,32.57,0.0725367832666716,2025-03-01,3,2025
L006487,ORD005567,2025-03-26,C00752,Екатеринбург,Магазин,Регулярный,Карта,P059,Игровая техника HyperX Model 59,Игровая техника,HyperX,Без акции,0.0524,1,34344.06,22160.23,0,34344.06,1799.63,32544.43,32544.43,22160.23,10384.2,0.31907766875125626,2025-03-01,3,2025
L006488,ORD004491,2025-11-28,C01157,Екатеринбург,Магазин,Регулярный,Карта,P026,Телевизоры Sony Model 26,Телевизоры,Sony,Black Friday,0.1792,1,26243.56,19438.5,0,26243.56,4702.85,21540.71,21540.71,19438.5,2102.21,0.09759258877470622,2025-11-01,11,2025
L006489,ORD003157,2025-10-25,C01903,Москва,Магазин,Регулярный,СБП,P020,Телевизоры LG Model 20,Телевизоры,LG,Weekend,0.0382,1,62239.53,48595.42,0,62239.53,2377.55,59861.98,59861.98,48595.42,11266.56,0.18820894268211,2025-10-01,10,2025
L006490,ORD005006,2025-08-22,C01811,Москва,Магазин,Регулярный,СБП,P049,Аксессуары Apple Model 49,Аксессуары,Apple,Back-to-school,0.0672,1,651.58,501.36,0,651.58,43.79,607.79,607.79,501.36,106.43,0.17511501400185345,2025-08-01,8,2025
L006491,ORD001410,2025-12-12,C00426,Екатеринбург,Сайт,Регулярный,Рассрочка,P041,Аудио Philips Model 41,Аудио,Philips,Новый год,0.1758,1,3131.05,2041.92,0,3131.05,550.44,2580.61,2580.61,2041.92,538.69,0.20874565148109606,2025-12-01,12,2025
L006492,ORD004366,2025-12-13,C00243,Москва,Магазин,Регулярный,СБП,P046,Аксессуары Xiaomi Model 46,Аксессуары,Xiaomi,Новый год,0.1435,3,528.65,412.35,0,1585.95,227.58,1358.37,1358.37,1237.05,121.32,0.08931036213412757,2025-12-01,12,2025
L006493,ORD002808,2025-06-18,C00486,Санкт-Петербург,Сайт,Новый,Карта,P031,Бытовая техника Haier Model 31,Бытовая техника,Haier,Без акции,0.0678,2,9884.5,6616.79,1,19769.0,1340.34,18428.66,0.0,0.0,0.0,,2025-06-01,6,2025
L006494,ORD000236,2025-03-21,C00466,Самара,Сайт,Новый,СБП,P020,Телевизоры LG Model 20,Телевизоры,LG,Без акции,0.0252,1,65697.01,48673.24,0,65697.01,1655.56,64041.45,64041.45,48673.24,15368.21,0.23997280611781108,2025-03-01,3,2025
L006495,ORD000276,2025-01-23,C01319,Санкт-Петербург,Магазин,Регулярный,Карта,P032,Бытовая техника Bosch Model 32,Бытовая техника,Bosch,Без акции,0.061,1,58945.93,40579.84,0,58945.93,3595.7,55350.23,55350.23,40579.84,14770.39,0.26685324942021243,2025-01-01,1,2025
L006496,ORD002671,2025-12-20,C00671,Екатеринбург,Маркетплейс,Регулярный,СБП,P056,Игровая техника Microsoft Model 56,Игровая техника,Microsoft,Новый год,0.1421,1,6358.9,4001.71,0,6358.9,903.6,5455.3,5455.3,4001.71,1453.59,0.2664546821254648,2025-12-01,12,2025
L006497,ORD005918,2025-10-24,C02398,Санкт-Петербург,Магазин,Регулярный,Карта,P027,Бытовая техника Bosch Model 27,Бытовая техника,Bosch,Без акции,0.0498,1,7711.69,6255.23,0,7711.69,384.04,7327.65,7327.65,6255.23,1072.42,0.14635226224145412,2025-10-01,10,2025
L006498,ORD001503,2025-11-04,C02237,Самара,Сайт,Регулярный,Рассрочка,P020,Телевизоры LG Model 20,Телевизоры,LG,Без акции,0.0635,1,65709.93,50381.44,0,65709.93,4172.58,61537.35,61537.35,50381.44,11155.91,0.18128680460913849,2025-11-01,11,2025
L006499,ORD000895,2025-12-09,C01375,Екатеринбург,Магазин,Новый,Карта,P038,Аудио Sony Model 38,Аудио,Sony,Без акции,0.0115,2,17702.75,12790.54,0,35405.5,407.16,34998.34,34998.34,25581.08,9417.26,0.26907726550748157,2025-12-01,12,2025
L006500,ORD004231,2025-05-08,C01903,Самара,Сайт,Регулярный,Карта,P005,Смартфоны realme Model 05,Смартфоны,realme,Weekend,0.0847,1,47620.4,32739.57,0,47620.4,4033.45,43586.95,43586.95,32739.57,10847.38,0.24886764484325227,2025-05-01,5,2025
L006501,ORD000804,2025-12-26,C01432,Москва,Магазин,VIP,Карта,P025,Телевизоры LG Model 25,Телевизоры,LG,Новый год,0.1631,1,167061.45,108712.59,0,167061.45,27247.72,139813.73,139813.73,108712.59,31101.14,0.22244695181228025,2025-12-01,12,2025
L006502,ORD000830,2025-11-25,C01612,Казань,Сайт,Регулярный,Рассрочка,P020,Телевизоры LG Model 20,Телевизоры,LG,Black Friday,0.2182,1,62163.51,50046.88,0,62163.51,13564.08,48599.43,48599.43,50046.88,-1447.45,-0.029783226241935908,2025-11-01,11,2025
L006503,ORD005184,2025-03-14,C00236,Самара,Сайт,Новый,СБП,P030,Бытовая техника Philips Model 30,Бытовая техника,Philips,Без акции,0.0029,1,11731.01,7355.54,0,11731.01,34.02,11696.99,11696.99,7355.54,4341.45,0.3711595927369066,2025-03-01,3,2025
L006504,ORD003900,2025-05-26,C02394,Самара,Сайт,Регулярный,Карта,P047,Аксессуары Baseus Model 47,Аксессуары,Baseus,Без акции,0.0009,2,495.68,399.25,0,991.36,0.89,990.47,990.47,798.5,191.97,0.1938152665352335,2025-05-01,5,2025
L006505,ORD005337,2025-05-28,C02283,Санкт-Петербург,Маркетплейс,Регулярный,Карта,P059,Игровая техника HyperX Model 59,Игровая техника,HyperX,Без акции,0.0209,1,33697.71,21740.7,0,33697.71,704.28,32993.43,32993.43,21740.7,11252.73,0.34105967735172266,2025-05-01,5,2025
L006506,ORD002629,2025-10-12,C01537,Санкт-Петербург,Сайт,Регулярный,СБП,P003,Смартфоны Xiaomi Model 03,Смартфоны,Xiaomi,Без акции,0.0736,1,89131.31,53428.87,0,89131.31,6560.06,82571.25,82571.25,53428.87,29142.38,0.35293612658844253,2025-10-01,10,2025
L006507,ORD003599,2025-03-04,C02161,Санкт-Петербург,Сайт,Регулярный,Карта,P035,Бытовая техника Philips Model 35,Бытовая техника,Philips,Без акции,0.0,3,8323.02,5074.6,0,24969.06,0.0,24969.06,24969.06,15223.8,9745.26,0.3902934271454352,2025-03-01,3,2025
L006508,ORD004772,2025-10-12,C00993,Екатеринбург,Маркетплейс,Регулярный,СБП,P021,Телевизоры Sony Model 21,Телевизоры,Sony,Weekend,0.0419,1,24161.71,18065.21,0,24161.71,1012.38,23149.33,23149.33,18065.21,5084.12,0.21962291761449185,2025-10-01,10,2025
L006509,ORD005955,2025-11-04,C00781,Новосибирск,Сайт,Регулярный,Карта,P058,Игровая техника ASUS Model 58,Игровая техника,ASUS,Без акции,0.0183,1,14355.13,9825.89,0,14355.13,262.7,14092.43,14092.43,9825.89,4266.54,0.30275408723780556,2025-11-01,11,2025
L006510,ORD001859,2025-06-11,C01893,Новосибирск,Магазин,Регулярный,Наличные,P051,Аксессуары Xiaomi Model 51,Аксессуары,Xiaomi,Без акции,0.0424,1,2433.52,1678.05,0,2433.52,103.18,2330.34,2330.34,1678.05,652.29,0.27991155854065297,2025-06-01,6,2025
L006511,ORD005360,2025-12-10,C00345,Новосибирск,Магазин,Новый,Карта,P032,Бытовая техника Bosch Model 32,Бытовая техника,Bosch,Новый год,0.1368,1,62573.33,43266.11,0,62573.33,8560.03,54013.3,54013.3,43266.11,10747.19,0.19897300781870997,2025-12-01,12,2025
